"","female","hisp","education","earnings","hours","week","union","uncov","region","race","marital","college_degree","age","id"
"30027",1,1,13,15000,40,52,0,0,3,1,1,0,61,30027
"30028",0,0,16,72000,40,52,0,0,3,1,1,1,67,30028
"30029",0,0,16,389599,50,52,0,0,3,1,1,1,44,30029
"30030",1,0,16,38000,40,52,0,0,3,2,3,1,37,30030
"30031",1,0,12,18000,40,52,0,0,3,2,7,0,49,30031
"30032",0,0,12,100000,40,48,0,0,3,1,1,0,33,30032
"30033",1,0,18,58000,40,52,0,0,3,1,5,1,52,30033
"30034",0,1,13,20000,40,52,0,0,3,1,1,0,30,30034
"30035",1,1,18,25000,40,52,0,0,3,1,1,1,30,30035
"30036",0,0,12,17500,40,52,0,0,3,1,1,0,43,30036
"30037",1,0,12,35000,40,52,0,0,3,1,1,0,51,30037
"30038",0,1,12,19000,40,52,0,0,3,1,5,0,45,30038
"30039",0,0,16,21000,40,52,0,0,3,1,5,1,61,30039
"30040",0,0,14,35000,40,52,0,0,3,4,1,0,36,30040
"30041",1,0,12,15000,40,52,0,0,3,4,1,0,24,30041
"30042",1,0,12,14000,38,52,0,0,3,2,6,0,54,30042
"30043",1,0,12,18000,40,52,0,0,3,2,7,0,40,30043
"30044",1,0,9,13500,37,52,0,0,3,2,5,0,53,30044
"30045",0,0,16,50000,50,52,0,0,3,1,1,1,44,30045
"30046",1,1,16,46000,50,52,0,0,3,1,1,1,44,30046
"30047",0,0,14,54000,40,52,0,0,3,2,1,0,39,30047
"30048",0,0,16,68000,48,52,0,0,3,1,7,1,36,30048
"30049",1,0,13,26000,40,52,0,0,3,1,7,0,32,30049
"30050",0,1,16,58000,40,52,0,0,3,1,1,1,26,30050
"30051",0,0,16,60000,40,52,0,0,3,2,5,1,32,30051
"30052",0,0,12,113000,40,52,0,0,3,1,1,0,51,30052
"30053",1,1,16,70000,40,52,0,0,3,1,7,1,25,30053
"30054",0,1,16,61500,40,52,0,0,3,1,7,1,26,30054
"30055",1,0,14,60000,36,52,0,0,3,1,1,0,27,30055
"30056",0,0,13,33000,40,52,0,0,3,1,1,0,29,30056
"30057",1,0,18,47000,40,52,0,0,3,1,5,1,36,30057
"30058",0,1,14,30000,37,52,0,0,3,1,1,0,31,30058
"30059",1,1,16,26002,40,52,0,0,3,1,6,1,43,30059
"30060",0,0,12,26000,40,52,0,0,3,1,7,0,31,30060
"30061",0,0,12,48000,40,52,0,0,3,1,1,0,29,30061
"30062",1,0,12,35300,40,52,0,0,3,1,1,0,30,30062
"30063",0,0,16,65000,40,52,0,0,3,2,5,1,49,30063
"30064",0,0,13,22325,40,52,0,0,3,1,7,0,21,30064
"30065",0,0,12,75000,50,52,0,0,3,1,1,0,45,30065
"30066",0,0,16,94000,40,52,0,0,3,1,1,1,33,30066
"30067",1,0,18,41000,40,52,0,0,3,1,1,1,34,30067
"30068",1,0,6,26000,40,52,0,0,3,4,5,0,55,30068
"30069",1,0,6,24000,60,50,0,0,3,4,7,0,45,30069
"30070",0,0,12,24000,60,52,0,0,3,4,1,0,35,30070
"30071",1,0,12,24000,60,52,0,0,3,4,1,0,30,30071
"30072",0,0,13,54000,40,48,0,0,3,1,1,0,47,30072
"30073",1,0,16,60000,40,52,0,0,3,1,1,1,48,30073
"30074",0,0,12,26000,40,52,0,0,3,1,1,0,49,30074
"30075",0,0,13,24000,55,52,0,0,3,1,1,0,52,30075
"30076",0,0,13,55000,40,52,0,0,3,1,7,0,28,30076
"30077",1,0,13,25000,40,52,0,0,3,1,7,0,28,30077
"30078",1,0,12,19500,40,52,0,0,3,2,1,0,56,30078
"30079",0,0,18,140000,60,52,0,0,3,1,1,1,61,30079
"30080",1,0,12,24000,38,52,0,0,3,1,1,0,62,30080
"30081",0,0,20,50000,60,52,0,0,3,1,1,1,62,30081
"30082",1,0,16,180000,50,52,0,0,3,1,1,1,61,30082
"30083",1,0,16,50000,40,52,0,0,3,1,1,1,43,30083
"30084",0,0,18,80000,40,52,0,0,3,1,1,1,48,30084
"30085",0,0,16,25000,40,52,0,0,3,1,5,1,38,30085
"30086",0,0,12,172946,42,52,0,0,3,1,1,0,65,30086
"30087",0,0,14,100000,55,52,1,0,3,1,1,0,38,30087
"30088",0,0,16,88000,99,48,1,0,3,1,1,1,38,30088
"30089",0,0,18,105000,50,52,0,0,3,1,7,1,60,30089
"30090",0,1,13,20000,40,52,0,0,3,1,7,0,20,30090
"30091",0,0,13,35000,40,52,0,0,3,1,1,0,24,30091
"30092",0,0,13,45000,40,52,0,0,3,1,7,0,24,30092
"30093",0,0,14,26000,40,52,0,0,3,4,7,0,22,30093
"30094",0,0,13,22000,40,52,0,0,3,1,1,0,32,30094
"30095",1,0,6,14000,38,52,0,0,3,2,3,0,36,30095
"30096",0,0,12,35000,40,52,0,0,3,1,7,0,49,30096
"30097",1,0,16,70000,40,52,0,0,3,1,7,1,53,30097
"30098",0,0,16,60000,40,52,0,0,3,1,5,1,55,30098
"30099",1,0,18,16000,40,52,0,0,3,1,1,1,54,30099
"30100",0,0,16,120000,50,52,0,0,3,1,1,1,58,30100
"30101",0,0,12,60000,40,52,0,0,3,1,1,0,45,30101
"30102",0,0,13,20000,40,52,0,0,3,2,5,0,75,30102
"30103",1,0,12,18700,40,48,0,0,3,1,7,0,21,30103
"30104",0,0,12,15000,40,52,0,0,3,1,7,0,21,30104
"30105",1,1,13,31000,40,52,0,0,3,1,5,0,47,30105
"30106",1,0,14,35000,40,52,0,0,3,1,7,0,23,30106
"30107",0,1,18,72000,40,52,0,0,3,1,1,1,43,30107
"30108",1,1,14,18000,40,52,0,0,3,1,1,0,39,30108
"30109",0,0,12,45000,40,52,0,0,3,4,1,0,50,30109
"30110",1,0,12,22140,40,52,0,0,3,1,1,0,62,30110
"30111",0,0,11,35000,40,52,0,0,3,1,1,0,68,30111
"30112",0,1,13,60000,40,52,0,0,3,1,1,0,29,30112
"30113",1,1,11,59000,45,52,0,0,3,1,3,0,39,30113
"30114",0,0,13,10000,40,52,0,0,3,2,7,0,29,30114
"30115",0,0,14,30000,40,52,0,0,3,1,1,0,26,30115
"30116",0,0,13,25700,40,52,0,0,3,1,7,0,28,30116
"30117",1,0,18,54000,43,52,0,0,3,1,7,1,25,30117
"30118",0,1,16,188505,55,52,0,0,3,2,7,1,28,30118
"30119",1,1,12,20002,40,52,0,0,3,1,3,0,36,30119
"30120",0,0,13,87000,40,52,0,0,3,1,1,0,48,30120
"30121",1,0,16,40000,40,52,0,0,3,1,5,1,55,30121
"30122",0,0,18,80000,40,52,0,0,3,1,1,1,55,30122
"30123",1,0,16,88000,50,52,0,0,3,1,7,1,35,30123
"30124",1,0,14,45000,40,52,0,0,3,1,7,0,53,30124
"30125",1,1,12,40000,40,52,0,0,3,1,7,0,28,30125
"30126",0,0,12,40000,40,52,0,0,3,1,7,0,31,30126
"30127",0,1,13,55000,40,52,0,0,3,1,1,0,40,30127
"30128",1,0,13,25000,40,52,0,0,3,1,1,0,30,30128
"30129",0,1,16,46000,40,52,0,0,3,1,1,1,32,30129
"30130",1,1,16,30000,40,52,0,0,3,1,1,1,31,30130
"30131",0,1,12,25000,40,52,0,0,3,1,1,0,37,30131
"30132",1,1,16,35000,40,52,0,0,3,1,1,1,30,30132
"30133",0,0,16,40000,40,52,0,0,3,1,1,1,35,30133
"30134",1,1,16,19080,53,52,0,0,3,1,5,1,54,30134
"30135",0,1,16,35000,45,52,0,0,3,1,7,1,27,30135
"30136",1,1,13,42000,45,52,0,0,3,1,5,0,23,30136
"30137",0,1,12,30000,40,52,0,0,3,1,1,0,34,30137
"30138",0,1,16,29200,40,52,0,0,3,1,5,1,39,30138
"30139",1,1,6,30002,40,48,0,0,3,1,1,0,36,30139
"30140",1,1,14,30000,40,52,0,0,3,1,1,0,28,30140
"30141",0,1,12,30000,40,52,0,0,3,1,1,0,28,30141
"30142",0,0,16,76000,36,52,0,0,3,4,1,1,36,30142
"30143",1,0,14,6000,40,52,0,0,3,4,4,0,69,30143
"30144",0,0,13,33000,40,52,0,0,3,4,7,0,23,30144
"30145",1,0,9,18000,40,52,0,0,3,2,7,0,38,30145
"30146",0,0,18,65002,40,52,0,0,3,2,1,1,46,30146
"30147",0,0,12,53000,50,52,0,0,3,1,1,0,33,30147
"30148",1,0,12,32200,40,52,0,0,3,1,1,0,28,30148
"30149",1,0,13,38000,50,49,0,0,3,8,5,0,37,30149
"30150",0,0,13,25000,40,52,0,0,3,2,7,0,23,30150
"30151",1,0,16,48000,43,52,0,0,3,2,7,1,42,30151
"30152",0,0,10,34000,40,52,0,0,3,1,1,0,46,30152
"30153",0,0,12,28000,40,52,0,0,3,1,4,0,37,30153
"30154",0,0,12,8000,40,52,0,0,3,4,1,0,42,30154
"30155",1,0,9,9000,40,52,0,0,3,4,1,0,43,30155
"30156",1,0,16,50000,40,52,0,0,3,1,1,1,57,30156
"30157",0,0,16,50000,40,52,0,0,3,1,1,1,57,30157
"30158",0,0,12,35000,40,52,0,0,3,1,1,0,44,30158
"30159",1,0,12,50000,43,52,0,0,3,2,6,0,38,30159
"30160",0,0,14,37000,60,52,0,0,3,1,1,0,47,30160
"30161",1,0,12,31200,40,52,0,0,3,1,1,0,42,30161
"30162",0,0,18,60000,40,52,0,0,3,1,1,1,44,30162
"30163",1,0,16,60000,40,52,0,0,3,1,1,1,41,30163
"30164",1,0,12,20000,40,52,0,0,3,2,7,0,27,30164
"30165",0,0,14,40000,40,52,0,0,3,2,7,0,27,30165
"30166",0,0,12,48840,45,52,0,0,3,1,1,0,34,30166
"30167",1,0,16,100000,40,52,0,0,3,1,1,1,46,30167
"30168",0,1,14,35000,40,52,0,0,3,1,1,0,39,30168
"30169",1,1,16,37000,40,52,0,0,3,1,1,1,35,30169
"30170",1,0,12,5200,38,52,0,0,3,2,7,0,50,30170
"30171",0,0,16,389599,65,52,0,0,3,1,1,1,39,30171
"30172",0,0,18,150000,70,52,0,0,3,1,1,1,38,30172
"30173",1,1,18,50000,40,52,0,0,3,1,1,1,38,30173
"30174",1,0,13,40000,40,52,0,0,3,2,1,0,58,30174
"30175",0,0,14,41000,40,52,0,0,3,2,1,0,58,30175
"30176",1,0,12,18000,40,52,0,0,3,2,7,0,37,30176
"30177",1,1,12,38000,40,52,0,0,3,1,2,0,35,30177
"30178",1,0,14,62000,60,52,0,0,3,1,1,0,37,30178
"30179",0,0,12,58000,60,52,0,0,3,1,1,0,38,30179
"30180",0,0,10,86000,53,52,0,0,3,1,1,0,38,30180
"30181",0,0,16,45000,40,52,0,0,3,1,1,1,32,30181
"30182",1,0,16,24000,40,52,0,0,3,1,1,1,31,30182
"30183",0,0,20,45000,45,52,0,0,3,1,7,1,42,30183
"30184",1,0,16,45000,45,52,0,0,3,1,5,1,37,30184
"30185",0,0,14,72946,70,52,0,0,3,1,1,0,56,30185
"30186",0,0,14,21120,40,48,0,0,3,1,7,0,22,30186
"30187",0,0,13,25000,40,52,0,0,3,1,1,0,50,30187
"30188",1,0,13,50000,50,52,0,0,3,1,1,0,46,30188
"30189",0,0,16,100000,60,52,0,0,3,1,1,1,37,30189
"30190",0,0,12,20000,40,52,0,0,3,4,1,0,34,30190
"30191",0,1,12,55000,45,52,0,0,3,1,1,0,67,30191
"30192",0,1,12,24000,40,52,0,0,3,1,1,0,47,30192
"30193",0,0,16,40000,50,48,0,0,3,1,1,1,40,30193
"30194",1,1,13,29000,40,52,0,0,3,1,1,0,55,30194
"30195",0,1,12,30000,40,52,0,0,3,1,1,0,50,30195
"30196",1,0,12,33000,44,52,0,0,3,2,7,0,37,30196
"30197",1,1,10,17000,40,48,0,0,3,1,2,0,21,30197
"30198",1,0,12,52000,40,52,0,0,3,2,1,0,38,30198
"30199",0,0,12,48000,40,52,0,0,3,2,1,0,43,30199
"30200",0,1,14,27000,60,52,0,0,3,1,1,0,44,30200
"30201",1,1,14,23000,37,52,0,0,3,1,1,0,42,30201
"30202",1,1,16,50000,40,52,0,0,3,1,7,1,40,30202
"30203",0,1,14,70000,50,52,0,0,3,1,1,0,44,30203
"30204",0,1,13,30000,40,52,0,0,3,1,1,0,42,30204
"30205",1,1,14,30000,40,52,0,0,3,1,1,0,41,30205
"30206",0,0,16,40000,45,52,0,0,3,1,1,1,46,30206
"30207",0,0,12,52002,40,52,0,0,3,1,1,0,40,30207
"30208",1,0,12,60000,50,52,0,0,3,1,5,0,46,30208
"30209",0,0,12,30000,40,52,0,0,3,1,7,0,22,30209
"30210",1,0,16,36500,40,52,0,0,3,2,7,1,34,30210
"30211",1,0,16,25680,40,52,0,0,3,1,1,1,58,30211
"30212",0,0,16,16000,40,52,0,0,3,2,7,1,25,30212
"30213",1,0,12,30000,40,52,0,0,3,1,6,0,28,30213
"30214",0,0,13,29000,40,52,0,0,3,1,1,0,59,30214
"30215",0,0,16,100000,40,52,0,0,3,1,1,1,37,30215
"30216",1,0,18,62500,40,52,0,0,3,1,1,1,37,30216
"30217",0,0,16,64000,50,52,0,0,3,4,1,1,38,30217
"30218",1,0,20,120000,50,52,0,0,3,1,1,1,43,30218
"30219",0,0,12,40000,40,52,0,0,3,1,1,0,49,30219
"30220",1,0,16,24500,40,52,0,0,3,1,1,1,31,30220
"30221",1,0,16,45000,40,52,0,0,3,1,1,1,50,30221
"30222",0,0,18,35000,40,52,0,0,3,1,1,1,51,30222
"30223",0,0,12,80000,40,52,0,0,3,1,1,0,38,30223
"30224",0,0,12,60000,50,52,0,0,3,1,1,0,43,30224
"30225",0,0,12,30000,45,52,0,0,3,1,7,0,33,30225
"30226",0,1,16,50000,40,52,0,0,3,1,1,1,43,30226
"30227",1,0,16,63000,40,52,0,0,3,1,1,1,38,30227
"30228",0,0,18,105000,55,52,0,0,3,1,1,1,37,30228
"30229",0,0,18,35000,40,52,0,0,3,1,1,1,37,30229
"30230",0,0,12,28000,40,52,0,0,3,1,1,0,48,30230
"30231",1,0,12,56000,50,52,0,0,3,1,1,0,49,30231
"30232",1,0,14,40000,40,52,0,0,3,2,7,0,25,30232
"30233",0,0,16,43000,52,52,0,0,3,4,1,1,37,30233
"30234",1,0,16,72000,40,52,0,0,3,4,1,1,31,30234
"30235",1,0,14,23002,40,52,0,0,3,4,7,0,43,30235
"30236",0,0,11,32000,40,52,0,0,3,1,1,0,51,30236
"30237",0,0,12,15150,45,52,0,0,3,1,7,0,25,30237
"30238",0,0,12,68000,40,52,0,0,3,1,7,0,50,30238
"30239",1,1,14,25000,40,52,0,0,3,1,1,0,37,30239
"30240",0,1,14,20000,40,52,0,0,3,1,1,0,28,30240
"30241",1,0,13,43000,40,52,0,0,3,1,1,0,30,30241
"30242",0,0,13,63000,55,52,0,0,3,1,1,0,34,30242
"30243",1,0,18,66000,45,52,0,0,3,1,1,1,49,30243
"30244",0,0,12,32000,40,52,0,0,3,1,1,0,31,30244
"30245",1,0,13,18000,40,52,0,0,3,1,1,0,28,30245
"30246",0,0,13,25000,45,52,0,0,3,2,1,0,43,30246
"30247",1,0,13,22880,40,52,0,0,3,2,1,0,45,30247
"30248",1,0,14,40000,52,52,0,0,3,1,7,0,33,30248
"30249",1,0,14,40420,44,52,0,0,3,1,5,0,29,30249
"30250",0,1,18,60000,40,52,0,0,3,1,1,1,56,30250
"30251",1,0,16,85000,40,52,0,0,3,1,1,1,55,30251
"30252",0,0,13,20000,40,52,0,0,3,2,7,0,35,30252
"30253",0,0,14,39000,70,52,0,0,3,1,1,0,52,30253
"30254",1,0,16,70000,40,52,0,0,3,1,5,1,65,30254
"30255",0,0,14,58000,40,52,0,0,3,1,1,0,47,30255
"30256",0,0,13,150000,40,52,1,0,3,1,1,0,39,30256
"30257",0,0,20,97000,45,52,0,0,3,4,5,1,36,30257
"30258",0,0,12,37000,40,52,0,0,3,1,1,0,38,30258
"30259",1,0,14,26000,40,52,0,0,3,1,1,0,38,30259
"30260",0,0,13,26000,60,52,0,0,3,1,7,0,26,30260
"30261",1,0,14,43000,60,52,1,0,3,1,7,0,26,30261
"30262",0,0,14,77369,40,52,1,0,3,1,1,0,50,30262
"30263",1,0,14,13056,40,52,0,0,3,1,1,0,44,30263
"30264",0,0,16,72000,40,52,0,0,3,1,1,1,28,30264
"30265",1,0,12,45000,40,52,0,0,3,1,1,0,47,30265
"30266",1,0,16,52000,40,50,0,0,3,1,1,1,42,30266
"30267",0,0,12,52000,52,52,0,0,3,1,1,0,55,30267
"30268",1,0,12,30000,40,52,0,0,3,1,1,0,53,30268
"30269",0,0,11,34000,50,52,0,0,3,1,1,0,48,30269
"30270",0,0,13,48000,60,52,0,0,3,1,1,0,47,30270
"30271",0,1,16,60000,40,52,0,0,3,1,7,1,25,30271
"30272",0,0,12,45000,40,52,0,0,3,1,1,0,38,30272
"30273",0,0,18,54000,40,52,0,0,3,1,1,1,59,30273
"30274",1,0,12,16640,40,52,0,0,3,1,1,0,43,30274
"30275",0,0,20,65000,45,52,0,0,3,1,1,1,31,30275
"30276",1,0,16,40000,40,52,0,0,3,1,1,1,29,30276
"30277",0,0,18,38500,40,52,0,0,3,1,6,1,53,30277
"30278",0,0,12,29000,40,52,0,0,3,1,5,0,39,30278
"30279",0,0,14,45000,40,52,0,0,3,1,1,0,65,30279
"30280",1,0,16,40000,40,52,0,0,3,1,1,1,62,30280
"30281",1,0,14,65000,40,52,0,0,3,1,1,0,22,30281
"30282",0,0,12,40000,50,48,0,0,3,1,1,0,30,30282
"30283",0,0,16,113000,45,52,0,0,3,1,1,1,44,30283
"30284",0,0,14,30000,50,52,0,0,3,1,6,0,61,30284
"30285",0,1,4,23000,50,52,0,0,3,1,7,0,27,30285
"30286",0,0,13,80000,50,52,0,0,3,1,1,0,38,30286
"30287",1,0,14,40000,50,52,0,0,3,1,1,0,38,30287
"30288",0,0,16,25002,40,52,0,0,3,1,1,1,61,30288
"30289",0,0,20,32000,40,52,0,0,3,1,1,1,35,30289
"30290",0,0,16,60000,40,52,0,0,3,1,1,1,46,30290
"30291",1,0,16,35000,40,52,0,0,3,1,1,1,41,30291
"30292",0,0,18,77000,40,52,0,0,3,1,1,1,45,30292
"30293",0,0,16,85000,40,52,0,0,3,1,1,1,38,30293
"30294",0,0,16,100000,50,52,0,0,3,2,1,1,52,30294
"30295",1,0,14,20000,40,52,0,0,3,2,1,0,51,30295
"30296",1,0,14,30000,40,52,0,0,3,2,7,0,24,30296
"30297",0,0,18,55000,40,52,0,0,3,1,1,1,49,30297
"30298",1,0,14,65000,40,52,0,0,3,1,1,0,47,30298
"30299",0,0,16,65000,40,52,0,0,3,1,1,1,57,30299
"30300",1,0,14,45000,40,52,0,0,3,1,1,0,48,30300
"30301",1,0,12,21000,40,52,0,0,3,1,1,0,40,30301
"30302",1,0,16,32000,40,52,0,0,3,1,1,1,34,30302
"30303",1,0,13,37500,40,52,0,0,3,1,1,0,45,30303
"30304",0,0,12,34500,52,52,0,0,3,1,1,0,37,30304
"30305",1,0,13,19000,40,52,0,0,3,1,5,0,42,30305
"30306",1,0,13,19000,40,52,0,0,3,1,7,0,22,30306
"30307",0,0,13,16800,38,52,0,0,3,1,1,0,68,30307
"30308",0,0,12,10000,40,52,0,0,3,1,5,0,35,30308
"30309",1,0,16,28000,40,52,0,0,3,1,4,1,43,30309
"30310",0,0,20,50000,40,52,0,0,3,1,1,1,30,30310
"30311",0,0,13,37002,40,52,0,0,3,4,7,0,23,30311
"30312",0,0,11,28002,40,52,0,0,3,4,1,0,48,30312
"30313",0,0,18,123519,60,52,0,0,3,1,1,1,61,30313
"30314",0,0,13,30000,40,50,0,0,3,1,7,0,32,30314
"30315",0,0,13,30000,40,51,0,0,3,1,7,0,32,30315
"30316",1,0,13,43000,40,52,0,0,3,1,1,0,37,30316
"30317",0,0,16,45000,48,52,0,0,3,1,1,1,34,30317
"30318",0,0,16,70000,50,51,0,0,3,1,1,1,28,30318
"30319",1,0,16,25000,40,52,0,0,3,1,1,1,27,30319
"30320",0,0,12,25000,40,52,0,0,3,1,1,0,57,30320
"30321",0,0,10,14000,40,52,0,0,3,1,1,0,20,30321
"30322",0,0,13,60000,40,52,0,0,3,2,1,0,38,30322
"30323",1,0,12,30000,40,52,0,0,3,2,1,0,37,30323
"30324",0,0,13,38002,40,52,0,0,3,1,1,0,42,30324
"30325",0,0,13,42500,40,52,0,0,3,1,1,0,44,30325
"30326",1,0,13,31253,40,52,0,0,3,1,1,0,57,30326
"30327",0,0,12,24119,55,52,0,0,3,1,1,0,58,30327
"30328",0,0,12,50000,40,52,0,0,3,1,1,0,36,30328
"30329",1,0,12,12000,40,52,0,0,3,1,7,0,19,30329
"30330",0,0,11,40000,40,52,0,1,3,1,1,0,31,30330
"30331",1,0,11,17000,40,52,0,1,3,1,1,0,28,30331
"30332",1,0,18,48900,40,52,0,0,3,2,1,1,51,30332
"30333",0,0,18,33000,70,52,0,0,3,2,1,1,58,30333
"30334",0,0,18,52000,40,52,0,0,3,5,7,1,36,30334
"30335",0,0,14,10000,50,52,0,0,3,1,5,0,43,30335
"30336",1,0,12,55000,60,52,0,0,3,1,4,0,60,30336
"30337",0,0,20,389599,70,52,0,0,3,1,1,1,51,30337
"30338",0,0,12,33000,40,52,0,0,3,2,5,0,42,30338
"30339",0,0,13,14560,45,52,0,0,3,1,5,0,42,30339
"30340",0,0,12,50000,40,50,0,0,3,1,5,0,45,30340
"30341",1,0,16,70000,36,52,0,0,3,2,7,1,33,30341
"30342",1,0,14,30000,40,52,0,0,3,1,1,0,53,30342
"30343",0,0,16,75000,40,52,0,0,3,1,1,1,57,30343
"30344",1,0,16,56000,60,52,0,0,3,2,7,1,42,30344
"30345",0,0,11,11000,40,52,0,0,3,2,7,0,24,30345
"30346",1,0,12,37440,45,52,0,0,3,1,1,0,59,30346
"30347",1,0,12,16000,60,52,0,0,3,1,5,0,40,30347
"30348",1,1,16,32000,50,52,0,0,3,1,5,1,52,30348
"30349",1,1,12,35000,40,52,0,0,3,1,1,0,24,30349
"30350",1,0,12,20000,40,52,0,0,3,2,5,0,56,30350
"30351",1,0,12,13000,40,52,0,0,3,1,6,0,34,30351
"30352",0,0,16,18000,50,52,0,0,3,1,5,1,48,30352
"30353",0,0,14,40000,40,52,0,0,3,7,1,0,54,30353
"30354",1,0,12,33000,40,52,0,0,3,1,1,0,34,30354
"30355",0,0,16,26000,40,52,0,0,3,1,1,1,39,30355
"30356",0,0,12,66000,45,52,0,0,3,1,1,0,44,30356
"30357",0,0,12,20000,40,52,0,0,3,1,1,0,41,30357
"30358",0,1,13,65000,40,52,0,0,3,1,5,0,57,30358
"30359",0,0,14,40000,40,52,0,0,3,1,1,0,50,30359
"30360",1,0,13,45000,60,52,0,0,3,1,1,0,46,30360
"30361",0,0,13,43680,40,52,0,0,3,1,1,0,58,30361
"30362",0,0,12,28000,40,52,0,0,3,1,5,0,51,30362
"30363",0,0,16,30000,60,52,0,0,3,1,1,1,45,30363
"30364",0,0,14,30002,40,52,0,0,3,1,1,0,48,30364
"30365",1,0,16,65000,40,52,0,0,3,1,2,1,31,30365
"30366",1,0,14,20000,40,52,0,0,3,1,5,0,51,30366
"30367",0,0,14,40000,40,52,0,0,3,1,1,0,49,30367
"30368",0,0,12,23951,40,52,0,0,3,1,1,0,48,30368
"30369",1,0,12,34500,40,52,0,0,3,1,1,0,44,30369
"30370",0,0,16,85000,40,52,0,0,3,1,1,1,46,30370
"30371",0,0,18,37000,60,52,0,0,3,1,1,1,57,30371
"30372",1,0,18,25000,60,52,0,0,3,1,1,1,52,30372
"30373",0,0,13,85000,55,52,0,0,3,1,5,0,54,30373
"30374",1,0,14,25000,40,52,0,0,3,1,5,0,61,30374
"30375",1,0,14,25000,40,52,0,0,3,2,4,0,56,30375
"30376",0,0,14,80000,40,52,0,0,3,1,1,0,35,30376
"30377",0,0,12,60000,40,52,0,0,3,1,5,0,44,30377
"30378",0,0,13,67000,40,52,0,0,3,1,5,0,52,30378
"30379",0,1,16,100000,40,52,0,0,3,1,1,1,60,30379
"30380",1,0,14,45000,40,52,0,0,3,1,1,0,50,30380
"30381",0,0,8,20000,40,52,0,0,3,1,1,0,68,30381
"30382",0,0,14,22500,40,52,0,0,3,1,1,0,50,30382
"30383",0,0,14,80000,60,52,0,0,3,1,1,0,31,30383
"30384",1,0,12,40000,60,52,0,0,3,1,1,0,31,30384
"30385",0,0,12,35000,40,52,0,0,3,1,1,0,65,30385
"30386",1,0,16,30000,40,52,0,0,3,1,1,1,35,30386
"30387",0,0,12,50000,50,52,0,0,3,1,1,0,37,30387
"30388",0,1,12,30000,40,52,0,0,3,1,1,0,73,30388
"30389",1,0,12,20000,40,52,0,0,3,1,5,0,46,30389
"30390",0,0,12,42000,40,52,0,0,3,1,5,0,47,30390
"30391",1,0,14,74000,50,52,0,0,3,1,1,0,54,30391
"30392",0,0,12,30000,60,52,0,0,3,1,6,0,22,30392
"30393",0,1,13,65000,75,52,0,0,3,1,1,0,44,30393
"30394",0,0,13,40000,50,52,0,0,3,1,7,0,20,30394
"30395",1,0,16,35000,40,52,1,0,3,1,1,1,26,30395
"30396",0,0,16,95000,99,52,1,0,3,1,1,1,28,30396
"30397",0,0,16,53956,40,52,0,0,3,1,7,1,25,30397
"30398",1,0,12,30000,37,52,0,0,3,2,1,0,44,30398
"30399",0,0,12,52000,50,52,0,0,3,2,1,0,48,30399
"30400",1,0,13,23000,40,52,0,0,3,2,7,0,25,30400
"30401",1,0,12,20000,40,52,0,0,3,1,5,0,30,30401
"30402",1,0,20,40000,65,52,0,0,3,1,3,1,35,30402
"30403",1,0,16,32000,40,52,0,0,3,1,1,1,56,30403
"30404",0,0,13,63000,40,52,0,0,3,1,1,0,66,30404
"30405",0,0,10,28000,40,52,0,0,3,1,5,0,46,30405
"30406",0,0,12,35000,40,52,0,0,3,1,7,0,49,30406
"30407",1,1,16,30000,40,52,0,0,3,1,1,1,37,30407
"30408",0,0,14,30000,40,52,0,0,3,1,1,0,37,30408
"30409",1,1,12,30000,40,52,0,0,3,1,1,0,38,30409
"30410",0,1,14,50000,72,52,0,0,3,1,1,0,39,30410
"30411",0,0,13,70000,50,50,0,0,3,1,1,0,40,30411
"30412",1,0,18,22000,40,52,0,0,3,9,1,1,27,30412
"30413",1,0,14,60000,40,52,0,0,3,2,1,0,34,30413
"30414",0,0,16,60000,40,52,0,0,3,2,1,1,36,30414
"30415",0,0,8,16000,40,52,0,0,3,2,1,0,65,30415
"30416",1,0,12,24000,40,52,0,0,3,2,1,0,32,30416
"30417",1,0,12,30000,40,52,0,0,3,1,1,0,53,30417
"30418",0,0,12,50000,50,52,0,0,3,1,1,0,45,30418
"30419",0,0,13,41000,55,52,0,0,3,1,7,0,26,30419
"30420",0,0,6,35000,60,52,0,0,3,1,5,0,40,30420
"30421",1,0,16,37000,40,52,0,0,3,1,1,1,38,30421
"30422",0,0,16,41000,40,52,0,0,3,1,1,1,38,30422
"30423",1,0,16,46000,40,52,0,0,3,1,1,1,30,30423
"30424",0,0,16,40000,40,52,0,0,3,1,1,1,34,30424
"30425",1,0,13,50000,39,52,0,0,3,1,5,0,59,30425
"30426",0,0,14,29000,39,52,0,0,3,1,5,0,52,30426
"30427",1,0,13,22000,40,52,0,0,3,3,5,0,55,30427
"30428",1,1,12,36000,40,52,0,0,3,1,1,0,32,30428
"30429",0,1,14,40000,40,52,0,0,3,1,1,0,33,30429
"30430",0,0,12,150000,99,52,0,0,3,1,1,0,52,30430
"30431",1,0,12,35000,40,52,0,0,3,1,1,0,47,30431
"30432",1,0,12,30000,40,52,0,0,3,2,5,0,58,30432
"30433",0,1,12,18000,40,52,0,0,3,1,1,0,33,30433
"30434",0,0,11,33000,40,48,0,0,3,1,1,0,50,30434
"30435",1,0,13,45000,40,52,0,0,3,1,1,0,44,30435
"30436",0,0,12,45000,40,52,0,0,3,1,1,0,52,30436
