"","id","listing_url","name","host_id","host_name","host_since","host_response_rate","host_is_superhost","host_acceptance_rate","host_listings_count","host_verifications","host_has_profile_pic","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bathrooms","bedrooms","beds","price","has_availability","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month"
"10046",800768906007053952,"https://www.airbnb.com/rooms/800768906007054004","Free Parking, 3br, Piano | The Watson - Portoro",18253226,"Portoro","2014-07-17","N/A","t","N/A",73,"['phone']","t",78704,30.2596887638246,-97.7767826146472,"Entire home","Entire home/apt",3.5,3,4,148,"t",4.88,4.94,4.88,4.88,4.94,4.91,4.66,2.35
"10047",800777673954665600,"https://www.airbnb.com/rooms/800777673954665618","The Lily Pad - spacious 1 bedroom cottage!",163820018,"Hannah","2017-12-23","100%","t","98%",1,"['email', 'phone']","t",78757,30.35348,-97.71727,"Entire guesthouse","Entire home/apt",1,1,2,80,"t",4.88,4.92,4.97,4.87,4.95,4.82,4.87,2.34
"10048",800782404934418176,"https://www.airbnb.com/rooms/800782404934418164","Rosedale New Build",25996198,"Emily","2015-01-12","100%","f","89%",1,"['email', 'phone']","t",78756,30.3148977597797,-97.7434687715732,"Entire home","Entire home/apt",1.5,1,0,250,"t",5,5,5,4.71,5,5,4.86,0.49
"10049",800808630350725760,"https://www.airbnb.com/rooms/800808630350725718","Austin Retreat | 2 Homes in 1!",447606169,"Grand Welcome Austin And Highland Lakes","2022-03-02","100%","f","100%",60,"['email', 'phone']","t",78704,30.2427269721627,-97.7634227850128,"Entire home","Entire home/apt",4.5,5,7,119,"t",4.36,4.82,4.73,4.64,4.45,4.91,4.36,0.4
"10050",800815258973013760,"https://www.airbnb.com/rooms/800815258973013774","Austin Retreat Unit A | Outdoor BBQ Fun",447606169,"Grand Welcome Austin And Highland Lakes","2022-03-02","100%","f","100%",60,"['email', 'phone']","t",78704,30.2409516816995,-97.7629527113717,"Entire home","Entire home/apt",2.5,3,4,86,"t",4.77,4.68,4.82,4.68,4.68,5,4.73,0.67
"10051",800818630935407616,"https://www.airbnb.com/rooms/800818630935407621","Austin Retreat | Upstairs Deck BBQ",447606169,"Grand Welcome Austin And Highland Lakes","2022-03-02","100%","f","100%",60,"['email', 'phone']","t",78704,30.2417483936899,-97.7646450778519,"Entire home","Entire home/apt",2,2,3,74,"t",4.56,4.74,4.59,4.3,4.56,4.81,4.48,0.89
"10052",800823392156256256,"https://www.airbnb.com/rooms/800823392156256269","SoCo Charmer | Minutes from DT",447606169,"Grand Welcome Austin And Highland Lakes","2022-03-02","100%","f","100%",60,"['email', 'phone']","t",78704,30.2349324654021,-97.750151984474,"Entire home","Entire home/apt",2,3,3,71,"t",4.64,4.64,4.71,4.71,4.71,4.93,4.64,0.51
"10053",800857602177851136,"https://www.airbnb.com/rooms/800857602177851073","Austin Resort ~ 1 Bedroom Deluxe",243470944,"Resort Stay","2019-02-16","99%","t","99%",201,"['email', 'phone']","t",78701,30.2716423,-97.747547,"Entire serviced apartment","Entire home/apt",1,1,2,222,"t",4.67,4.5,4.83,4.67,4.58,4.58,4.42,0.74
"10054",800971083507578624,"https://www.airbnb.com/rooms/800971083507578611","Cozy Tranquil Heaven W/King Suite, 5-Star-Location",341154853,"Wenjie","2020-03-10","100%","t","100%",3,"['email', 'phone']","t",78750,30.45722,-97.81402,"Entire home","Entire home/apt",2,3,4,179,"t",5,5,5,5,5,5,5,0.53
"10056",801307169513742592,"https://www.airbnb.com/rooms/801307169513742570","What a vibe! Close to bars, food, & parks. Private",495326805,"Dana","2023-01-10","100%","t","100%",1,"['email', 'phone']","t",78748,30.159197973562,-97.8113399983333,"Camper/RV","Entire home/apt",1,1,1,121,"t",5,5,5,4.9,5,4.97,4.9,1.77
"10057",801326178814430336,"https://www.airbnb.com/rooms/801326178814430371","Club Austin Resort - 2 Bedroom Presidential Suite",373307437,"Deena","2020-10-26","100%","f","68%",677,"['email', 'phone']","t",78701,30.2725240251897,-97.7469560289375,"Room in hotel","Private room",2,2,3,349,"t",5,5,5,5,5,5,4.33,0.2
"10058",801345745706722560,"https://www.airbnb.com/rooms/801345745706722594","Deep Eddy SoTa",83370618,"Mary Lou","2016-07-12","100%","t","85%",1,"['email', 'phone']","t",78703,30.2820303193598,-97.7685126520673,"Entire guesthouse","Entire home/apt",1,1,2,172,"t",5,5,5,5,5,4.94,5,1.02
"10060",806552864038023424,"https://www.airbnb.com/rooms/806552864038023441","Enjoy SXSW from this stylish resort",455232476,"Lynn","2022-04-20","100%","f","100%",7,"['email', 'phone']","t",78701,30.2716228,-97.7473996,"Entire condo","Entire home/apt",2,2,3,391,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10061",801392529988776704,"https://www.airbnb.com/rooms/801392529988776722","ATX Studio /Secluded 1bed/bath - 20% off 7day stay",89885048,"Eric","2016-08-14","100%","t","90%",1,"['email', 'phone', 'work_email']","t",78734,30.38039,-97.95382,"Tiny home","Entire home/apt",1,0,1,108,"t",4.89,4.89,5,5,5,4.78,4.89,0.56
"10063",801421044083500288,"https://www.airbnb.com/rooms/801421044083500334","The Treehouse Escape",495362236,"Yolyanna","2023-01-10","N/A","f","N/A",1,"['email', 'phone']","t",78741,30.2224380016711,-97.7274431648213,"Entire rental unit","Entire home/apt",1,1,1,105,"t",5,5,5,5,5,5,5,0.06
"10064",806622108345950208,"https://www.airbnb.com/rooms/806622108345950198","Gorgeous Top Floor Flat for SXSW (plus pool)",210835,"Nell","2010-08-23","N/A","f","N/A",1,"['email', 'phone']","t",78721,30.2614574021444,-97.6941693094878,"Entire rental unit","Entire home/apt",1,1,0,545,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10066",806748269006489472,"https://www.airbnb.com/rooms/806748269006489429","Private/Gated 4BR/4BA Home Away From Home Near DT",477499127,"Drew","2022-08-31","100%","t","99%",9,"['email', 'phone']","t",78741,30.2351703104771,-97.710954903792,"Entire rental unit","Entire home/apt",4,4,5,128,"t",4.87,4.85,4.84,4.82,4.9,4.66,4.85,3.67
"10067",801467070708867584,"https://www.airbnb.com/rooms/801467070708867647","Heart of Austin Zen",29956659,"Lauren","2015-03-24","0%","f","31%",1,"['email', 'phone']","t",78704,30.2524030800791,-97.747054711154,"Entire rental unit","Entire home/apt",1,1,1,120,"t",5,4.83,4.83,5,4.83,5,5,0.36
"10069",792666223809702144,"https://www.airbnb.com/rooms/792666223809702115","Modern New Construction | Hot Tub",288050185,"Rachel","2019-08-22","100%","f","99%",5,"['email', 'phone']","t",78721,30.2783225497176,-97.6863798379406,"Entire home","Entire home/apt",3.5,5,6,354,"t",4.71,4.71,4.71,4.71,4.86,3.71,4.29,0.43
"10070",802053352925589632,"https://www.airbnb.com/rooms/802053352925589638","Nook in the Lookout",69191999,"Chi","2016-04-27","90%","t","74%",6,"['email', 'phone']","t",78722,30.2870464,-97.7136186,"Private room in home","Private room",1,1,1,58,"t",4.8,4.8,4.6,4.8,4.8,4.4,4.8,0.59
"10072",792673190350625664,"https://www.airbnb.com/rooms/792673190350625642","Bryker Woods Bunker - Central ATX by downtown & UT",96662912,"Chris","2016-09-25","100%","t","90%",1,"['email', 'phone']","t",78703,30.3013069410573,-97.7563487442346,"Entire rental unit","Entire home/apt",1,1,1,151,"t",5,5,5,4.98,4.98,4.98,4.95,2.49
"10073",806775540080152576,"https://www.airbnb.com/rooms/806775540080152613","Quiet Private Room near Downtown",46890863,"Charles","2015-10-18","100%","f","100%",1,"['email', 'phone', 'work_email']","t",78747,30.1501891701786,-97.7402278114214,"Private room in home","Private room",1,1,1,113,"t",5,5,5,5,5,5,5,0.13
"10074",806803784829308160,"https://www.airbnb.com/rooms/806803784829308160","Cozy home with beautiful view",496673368,"Sara","2023-01-17","80%","f","64%",1,"['email', 'phone']","t",78759,30.4023986,-97.760961,"Entire home","Entire home/apt",3,3,3,200,"t",4.75,4.88,4.75,5,5,5,4.5,0.52
"10075",806811496688059008,"https://www.airbnb.com/rooms/806811496688059056","*New* Views | Pool | Hot Tub | Pool Table | Fire Pit | 16 Queen Beds",152608759,"Tracey","2017-09-29","92%","t","93%",17,"['email', 'phone', 'work_email']","t",78737,30.19792,-97.93367,"Entire home","Entire home/apt",6,6,16,1604,"t",5,4.94,5,4.94,5,4.75,5,0.94
"10076",802092877426368768,"https://www.airbnb.com/rooms/802092877426368735","South Austin Home w/ Yard ~ 10 Mi to Downtown",456475914,"Evolve","2022-04-28","100%","f","99%",870,"['email', 'phone']","t",78747,30.1563,-97.78281,"Entire home","Entire home/apt",2,3,3,106,"t",4,4.5,3.5,4,4.5,4,3.5,0.16
"10077",802116476019427968,"https://www.airbnb.com/rooms/802116476019428029","On the Road Again-FREE Parking,Fenced area for dog",16047277,"Mireille","2014-05-27","100%","f","100%",25,"['email', 'phone']","t",78703,30.2829066952855,-97.7566392247526,"Entire rental unit","Entire home/apt",1,1,3,95,"t",4.66,4.59,4.66,4.79,4.66,4.76,4.48,1.67
"10078",802169105779013888,"https://www.airbnb.com/rooms/802169105779013843","Modern Apartment-Domain Austin",138518558,"Massiel","2017-07-04","100%","f","99%",2,"['email', 'phone', 'work_email']","t",78758,30.4006051728224,-97.7238344586303,"Entire rental unit","Entire home/apt",2,2,4,245,"t",4.77,4.82,4.7,4.82,4.82,4.89,4.77,3.31
"10079",802194325311210112,"https://www.airbnb.com/rooms/802194325311210077","Free Parking-Central Location,Fenced area for dog",16047277,"Mireille","2014-05-27","100%","f","100%",25,"['email', 'phone']","t",78703,30.2831922288638,-97.7564400294776,"Entire rental unit","Entire home/apt",1,1,3,88,"t",4.44,4.5,4.5,4.94,4.94,4.81,4.25,1
"10080",806812390374821504,"https://www.airbnb.com/rooms/806812390374821556","Cozy and Central Austin Cottage.",224519624,"Steef","2018-11-06","100%","t","96%",3,"['email', 'phone']","t",78751,30.31855,-97.72257,"Tiny home","Entire home/apt",1,1,0,130,"t",4.98,5,4.99,5,5,4.97,4.95,7.64
"10081",792682102545020672,"https://www.airbnb.com/rooms/792682102545020608","Luxury Home for 12, walk to S Congress 5 min to DT",460580256,"Anna","2022-05-23","100%","t","98%",18,"['email', 'phone']","t",78704,30.2443088551138,-97.7498442934171,"Entire home","Entire home/apt",3,5,7,421,"t",5,4.96,4.98,5,5,5,4.93,2.84
"10082",806841134015315968,"https://www.airbnb.com/rooms/806841134015315979","Artistic and cozy home",34866050,"Mailande","2015-06-02","N/A","f","N/A",1,"['email', 'phone']","t",78723,30.31707,-97.6935,"Private room in home","Private room",2,3,3,94,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10083",802307131392317568,"https://www.airbnb.com/rooms/802307131392317545","DT EastSide Perfect Location Fun Walkable",94982704,"Lydia","2016-09-13","100%","t","99%",9,"['email', 'phone']","t",78702,30.2531293596539,-97.7230637131461,"Entire home","Entire home/apt",2,3,3,248,"t",5,5,5,5,5,5,5,0.26
"10084",792736935775840512,"https://www.airbnb.com/rooms/792736935775840554","S Congress Retreat! Walk S Congress Foodies Dream!",460580256,"Anna","2022-05-23","100%","t","98%",18,"['email', 'phone']","t",78704,30.2440623569867,-97.7502143408222,"Entire guesthouse","Entire home/apt",1,2,2,147,"t",4.93,4.97,5,4.88,5,4.97,4.88,3.8
"10085",802668745850346624,"https://www.airbnb.com/rooms/802668745850346654","Austin 1 Bedroom",240078487,"Steven","2019-01-30","97%","t","27%",467,"['email', 'phone']","t",78701,30.2727396651501,-97.7467143576757,"Entire rental unit","Entire home/apt",1,1,2,227,"t",5,4.5,5,5,5,5,4.5,0.13
"10087",802770403546633344,"https://www.airbnb.com/rooms/802770403546633322","Mid Century S. ATX Oasis-Sleeps 8, Office & Pets!",367565136,"Portoro","2020-09-14","100%","t","99%",22,"['phone']","t",78744,30.1939613401753,-97.7489813580455,"Entire home","Entire home/apt",2,4,4,160,"t",5,4.92,5,4.77,5,4.69,4.85,0.91
"10088",806861902255154176,"https://www.airbnb.com/rooms/806861902255154237","Landing | Amazing 1BD, Pool, Rooftop Lounge",263502162,"Landing","2019-05-22","96%","f","98%",633,"['email', 'phone']","t",78704,30.2396602832707,-97.787317789452,"Entire rental unit","Entire home/apt",1,1,1,99,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10089",806973616384430848,"https://www.airbnb.com/rooms/806973616384430809","Austin Studio w/ Full Kitchen",240078487,"Steven","2019-01-30","97%","t","27%",467,"['email', 'phone']","t",78701,30.2721842944371,-97.7474178475678,"Entire rental unit","Entire home/apt",1,0,2,182,"t",5,5,5,5,5,5,5,0.24
"10090",807060623127359744,"https://www.airbnb.com/rooms/807060623127359731","Cozy Condo in Central Austin",15496715,"Esther","2014-05-13","100%","t","100%",1,"['email', 'phone']","t",78705,30.3016579,-97.7419461,"Entire condo","Entire home/apt",1,1,1,113,"t",5,5,4.98,4.98,5,4.98,4.93,3.6
"10091",792763468582479360,"https://www.airbnb.com/rooms/792763468582479423","2 Homes-16 Guests-POOL-ARCADe-Large Backyard-Grill",38007947,"Lynn","2015-07-09","100%","t","100%",28,"['email', 'phone']","t",78721,30.2809079737642,-97.6923571006187,"Entire home","Entire home/apt",3.5,5,9,372,"t",4.94,4.88,4.94,4.94,4.97,4.72,4.75,1.94
"10092",807163355662802560,"https://www.airbnb.com/rooms/807163355662802523","The Red House",47067559,"Don And Katie","2015-10-20","100%","t","100%",1,"['email', 'phone']","t",78737,30.2036528308358,-97.9382444920654,"Entire home","Entire home/apt",1,1,0,111,"t",4.96,4.92,4.96,5,5,4.96,4.92,1.61
"10093",807246136046317312,"https://www.airbnb.com/rooms/807246136046317306","East Austin Get Away",18408575,"Nicolas","2014-07-19","100%","f","70%",9,"['email', 'phone']","t",78721,30.2709757999528,-97.6949656741212,"Entire home","Entire home/apt",3,5,5,575,"t",4,3,4.5,5,5,5,4.5,0.19
"10094",807327331025039616,"https://www.airbnb.com/rooms/807327331025039638","Downtown Bliss: Modern 4-Bedroom Retreat w/Hot Tub",461521204,"Sbm","2022-05-29","100%","t","95%",54,"['email', 'phone']","t",78721,30.2842061691366,-97.6855401447804,"Entire home","Entire home/apt",3,4,8,398,"t",4.93,4.92,4.97,4.95,4.93,4.85,4.92,4.35
"10095",802779872019443968,"https://www.airbnb.com/rooms/802779872019443909","NEW Walk to South Congress, Serene Backyard & Deck",40223757,"Sam And Caitlin","2015-08-01","N/A","f","0%",1,"['email', 'phone']","t",78704,30.2319258,-97.7511513,"Entire home","Entire home/apt",2,3,3,225,"t",5,5,5,5,5,5,5,0.13
"10096",802795560196783360,"https://www.airbnb.com/rooms/802795560196783415","Awesome Austin Studio!",114023820,"Rover Vacation Rentals- Hunter","2017-01-30","99%","f","100%",24,"['email', 'phone', 'work_email']","t",78704,30.2307053,-97.776478,"Entire rental unit","Entire home/apt",1,1,1,49,"t",4.48,4.61,4.61,4.73,4.58,4.7,4.52,2.01
"10097",802909071638336256,"https://www.airbnb.com/rooms/802909071638336299","The ATX Hideaway: Quiet, Secluded, & Central",1299791,"Patrick","2011-10-16","100%","t","98%",2,"['email', 'phone', 'work_email']","t",78723,30.2948775453709,-97.6839736543642,"Entire home","Entire home/apt",2,3,3,125,"t",4.93,4.91,4.93,5,5,4.79,4.84,2.54
"10098",802955225779421824,"https://www.airbnb.com/rooms/802955225779421776","105- studio close to everything DT, and UT footbal",450520789,"Nick","2022-03-20","92%","f","100%",16,"['email', 'phone']","t",78705,30.2920657070206,-97.734562731022,"Entire rental unit","Entire home/apt",1,0,1,89,"t",4.83,4.89,4.75,4.92,4.89,4.72,4.69,2.07
"10099",807335738186031744,"https://www.airbnb.com/rooms/807335738186031717","Luxury South Austin Sanctuary",60120807,"Travis","2016-02-23","N/A","f","0%",1,"['phone']","t",78749,30.2085539,-97.8472231,"Private room in home","Private room",1,1,1,75,"t",5,4.67,4.67,5,4.33,4.67,5,0.19
"10100",807411016458315008,"https://www.airbnb.com/rooms/807411016458315041","ATX Modern - Charm",142901534,"Eddie","2017-07-27","100%","f","26%",12,"['email', 'phone']","t",78704,30.2510109773714,-97.7863004587645,"Entire home","Entire home/apt",2,4,4,195,"t",4.67,4.89,5,4.89,4.67,4.56,4.56,1.15
"10102",802974670004104064,"https://www.airbnb.com/rooms/802974670004104080","Top Floor Downtown Lux Condo Rainey * Rooftop Pool",30225950,"Eastside Villas","2015-03-29","95%","t","99%",44,"['email', 'phone', 'work_email']","t",78701,30.25705,-97.73987,"Entire condo","Entire home/apt",1,1,2,176,"t",5,5,5,4.83,5,5,5,0.4
"10103",807875612523830528,"https://www.airbnb.com/rooms/807875612523830584","Westlake Home  w/ Private Pool, A Backyard Oasis",404406326,"Jennifer Nelson","2021-05-30","100%","f","100%",1,"['email', 'phone']","t",78746,30.2850809172176,-97.8435271405592,"Entire home","Entire home/apt",2.5,4,3,578,"t",5,5,4.88,5,5,5,4.88,0.74
"10105",792771183625821056,"https://www.airbnb.com/rooms/792771183625821108","Stylish Modern Bungalow Steps from Downtown Austin",364562835,"Will","2020-08-26","90%","f","65%",1,"['email', 'phone']","t",78722,30.2890442433864,-97.7116737730164,"Entire home","Entire home/apt",1,3,5,159,"t",4.77,4.72,4.63,4.77,4.84,4.79,4.74,2.48
"10106",803054721226316800,"https://www.airbnb.com/rooms/803054721226316851","The Ochre I No Service Fees I  Roku TV",59997234,"Nomadics Vacation Rentals","2016-02-22","100%","t","100%",75,"['email', 'phone', 'work_email']","t",78757,30.3491537641974,-97.7489881925394,"Entire rental unit","Entire home/apt",1,0,3,120,"t",4.58,4.67,4.58,4.42,4.83,4.08,4.5,0.69
"10107",808052974705433472,"https://www.airbnb.com/rooms/808052974705433462","The Bunkhouse-Horses/Pool/Fire Pit/Billards",271096078,"Paige","2019-06-24","100%","t","96%",1,"['email', 'phone']","t",78737,30.22294,-98.00214,"Entire home","Entire home/apt",2.5,2,3,226,"t",4.95,4.82,5,5,4.95,4.86,4.86,1.99
"10108",808738545331568512,"https://www.airbnb.com/rooms/808738545331568513","Stylish Natiivo I Modern 1-BR Apt in Austin",407710536,"Oasis","2021-06-17","83%","f","100%",19,"['phone']","t",78701,30.2553085136391,-97.7377886866645,"Entire rental unit","Entire home/apt",1,1,2,149,"t",4.76,4.94,4.94,4.12,4.82,4.76,4.94,1.02
"10109",792781533676431360,"https://www.airbnb.com/rooms/792781533676431351","Luxe 1/1 Condo W/Rooftop Heated Pool on Rainey ST!",39191637,"Lee","2015-07-21","100%","t","99%",79,"['email', 'phone']","t",78701,30.2574054230318,-97.7395718946947,"Entire rental unit","Entire home/apt",1,1,1,190,"t",4.96,5,4.96,4.79,5,4.93,4.96,1.66
"10110",808775559060497152,"https://www.airbnb.com/rooms/808775559060497185","Downtown Austin apartment",55908688,"Liz","2016-01-24","N/A","f","33%",1,"['email', 'phone']","f",78701,30.27194,-97.74857,"Entire condo","Entire home/apt",1,1,0,185,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10111",808988216041026048,"https://www.airbnb.com/rooms/808988216041026077","Oasis Cottage! Steps to Lake Travis! Tesla Ready!",349831766,"Phillip","2020-06-13","100%","f","100%",1,"['email', 'phone']","t",78732,30.41551,-97.89088,"Entire home","Entire home/apt",2,2,0,189,"t",4.6,5,4.25,5,5,5,5,1.9
"10112",803142442238034688,"https://www.airbnb.com/rooms/803142442238034663","Private room-close to Domain&St Davis hospital",145540908,"Jie","2017-08-11","100%","t","91%",12,"['email', 'phone']","t",78727,30.423369372283,-97.6958714513176,"Private room in home","Private room",1,1,1,36,"t",5,5,4,5,5,4,5,0.09
"10113",803153608168788608,"https://www.airbnb.com/rooms/803153608168788611","Private room-Near Domain&St Davis Hospital",145540908,"Jie","2017-08-11","100%","t","91%",12,"['email', 'phone']","t",78727,30.4233855931008,-97.6956844049726,"Private room in home","Private room",1,1,0,31,"t",5,4.67,4.67,5,5,5,5,0.19
"10114",793148553950469504,"https://www.airbnb.com/rooms/793148553950469525","2BD 2BA @Rainey • Rooftop Pool • 28F Skyline Views",34968706,"Alex","2015-06-04","100%","t","100%",9,"['email', 'phone']","t",78701,30.25695,-97.73987,"Entire condo","Entire home/apt",2,2,3,281,"t",4.95,4.96,4.92,4.85,4.96,4.98,4.92,4.75
"10115",803153754161308672,"https://www.airbnb.com/rooms/803153754161308669","Barton Hills Condo ~ Make it Home",129113548,"Connie","2017-05-06","100%","f","100%",1,"['email', 'phone']","t",78704,30.2608548171375,-97.7767635827484,"Entire rental unit","Entire home/apt",1,1,1,75,"t",5,5,5,5,5,5,5,0.09
"10116",803156303916161536,"https://www.airbnb.com/rooms/803156303916161547","Private Master bedroom-near Domain and St Davis",145540908,"Jie","2017-08-11","100%","t","91%",12,"['email', 'phone']","t",78727,30.4211692964606,-97.6960715689592,"Private room in home","Private room",1,1,1,35,"t",4,5,5,5,5,5,3,0.07
"10117",803340333877815552,"https://www.airbnb.com/rooms/803340333877815572","Clarksville Modern Luxury Vacation Home",17520025,"Clarksville","2014-07-01","100%","t","92%",1,"['email', 'phone']","t",78703,30.2803543,-97.7620886,"Entire home","Entire home/apt",3,6,6,722,"t",5,5,4.95,4.98,4.9,5,4.95,2.87
"10118",803520846150096768,"https://www.airbnb.com/rooms/803520846150096803","Full Bedroom A in #935: North Austin",438915596,"Nikolina","2022-01-04","100%","f","80%",31,"['email', 'phone']","t",78758,30.3793190615879,-97.7063534564676,"Private room in rental unit","Private room",0,1,1,40,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10119",803548453440169216,"https://www.airbnb.com/rooms/803548453440169168","The Graeber by Lodgewell | 6th St & Pool",15782486,"Lodgewell","2014-05-20","100%","t","97%",39,"['email', 'phone']","t",78701,30.2671746,-97.7387527,"Entire home","Entire home/apt",3.5,4,12,642,"t",4.84,4.79,4.89,4.89,4.84,4.84,4.68,1.19
"10120",809332771622960896,"https://www.airbnb.com/rooms/809332771622960915","Luxury Home w/ Pool+Outdoor TV |10 Min to Downtown",3323899,"Lindsey, Sean, And Baby J","2012-08-20","100%","t","99%",28,"['email', 'phone', 'work_email']","t",78745,30.2115492019977,-97.7741738859545,"Entire home","Entire home/apt",2.5,4,5,496,"t",4.93,4.93,4.93,5,5,4.81,4.85,1.8
"10121",809349061918913408,"https://www.airbnb.com/rooms/809349061918913385","SOCO OASIS | The Perfect Location | Free Pkg",513841947,"Alex","2023-05-08","N/A","f","N/A",24,"['email', 'phone']","t",78704,30.256728,-97.747824,"Entire rental unit","Entire home/apt",1,1,3,66,"t",4.83,4.81,4.83,4.93,4.97,4.85,4.75,4.2
"10122",809359038670980096,"https://www.airbnb.com/rooms/809359038670980042","Austin, TX - Austin 1 Bedroom Deluxe",373307437,"Deena","2020-10-26","100%","f","68%",677,"['email', 'phone']","t",78701,30.2704408178852,-97.7484929000775,"Room in hotel","Private room",1,1,2,279,"t",5,5,5,5,5,5,5,0.07
"10123",803589301368903552,"https://www.airbnb.com/rooms/803589301368903596","Cozy, Serene, Quaint Condo",119653909,"Jessica","2017-03-07","N/A","f","N/A",1,"['email', 'phone']","t",78757,30.35465,-97.73523,"Entire rental unit","Entire home/apt",1,1,2,85,"t",5,5,5,5,5,5,4.67,0.19
"10126",793497844685387136,"https://www.airbnb.com/rooms/793497844685387085","Modern Lux, Private Pool, Prime Loc, Skyline Deck",68849914,"David","2016-04-25","100%","t","100%",1,"['email', 'phone']","t",78704,30.2470754995512,-97.7624619428528,"Entire home","Entire home/apt",3.5,4,8,673,"t",4.98,4.98,5,5,5,4.96,4.82,3.09
"10129",811063288447965184,"https://www.airbnb.com/rooms/811063288447965179","Stylish Studio | Downtown | Evonify",274552333,"Evonify","2019-07-08","100%","f","98%",119,"['email', 'phone']","t",78703,30.27872,-97.75737,"Entire rental unit","Entire home/apt",1,0,2,62,"t",4.87,4.65,4.83,4.83,4.91,4.91,4.61,1.37
"10131",809364234808124672,"https://www.airbnb.com/rooms/809364234808124672","SOCO Industrial Oasis | Perfect Location| Free Pkg",513841947,"Alex","2023-05-08","N/A","f","N/A",24,"['email', 'phone']","t",78704,30.2559817903776,-97.7490143432294,"Entire rental unit","Entire home/apt",1,1,2,73,"t",4.83,4.9,4.93,4.98,4.98,4.85,4.73,2.83
"10132",809364805350339968,"https://www.airbnb.com/rooms/809364805350339917","SOCO Park view | The Perfect Location | Free Pkg",513841947,"Alex","2023-05-08","N/A","f","N/A",24,"['email', 'phone']","t",78704,30.2575375501802,-97.7483078598631,"Entire rental unit","Entire home/apt",1,1,2,71,"t",4.76,4.84,4.88,4.87,4.96,4.87,4.67,4.61
"10133",809365009367088640,"https://www.airbnb.com/rooms/809365009367088583","SOCO Urban Nest | The Perfect Location | Free Pkg",513841947,"Alex","2023-05-08","N/A","f","N/A",24,"['email', 'phone']","t",78704,30.25738,-97.74878,"Entire rental unit","Entire home/apt",1,1,2,73,"t",4.7,4.77,4.78,4.85,4.93,4.92,4.7,3.56
"10134",811066389849846528,"https://www.airbnb.com/rooms/811066389849846508","Private Tiny Home; Central ATX ; 5 miles downtown",45815628,"Victoria","2015-10-05","100%","t","73%",1,"['email', 'phone']","t",78756,30.3174298298174,-97.7384622650513,"Tiny home","Entire home/apt",1,1,2,165,"t",5,5,5,5,5,4.91,4.64,0.71
"10135",793525900291037824,"https://www.airbnb.com/rooms/793525900291037884","Min's Away From Domain, Q2, Breweries W/Pool",58098050,"Arjan","2016-02-09","100%","f","99%",4,"['email', 'phone']","t",78758,30.3753518690234,-97.7203413238552,"Entire home","Entire home/apt",2.5,2,0,127,"t",4.47,4.53,4.63,4.86,4.71,4.43,4.53,2.94
"10136",811067341693795840,"https://www.airbnb.com/rooms/811067341693795870","Fabulous Austin Musician's Pad",80325132,"Joanna","2016-06-27","N/A","f","100%",1,"['email', 'phone']","t",78749,30.231125,-97.872118,"Entire home","Entire home/apt",1,1,2,75,"t",5,5,5,5,5,5,5,0.28
"10137",809415736363049472,"https://www.airbnb.com/rooms/809415736363049513","Award-Winning Architectural Gem in Travis Heights",710253,"Aydin","2011-06-16","100%","f","100%",1,"['email', 'phone']","t",78704,30.24685,-97.74231,"Entire guesthouse","Entire home/apt",1,0,0,219,"t",5,5,5,5,5,5,5,0.39
"10138",793554458206608896,"https://www.airbnb.com/rooms/793554458206608843","GRayT Mueller Home | 2B/2B",276658296,"Raymon","2019-07-16","100%","f","55%",2,"['email', 'phone']","t",78723,30.313323632122,-97.6830572710144,"Entire home","Entire home/apt",2,2,2,250,"t",4,5,3,5,5,5,4,0.13
"10139",809425473813549568,"https://www.airbnb.com/rooms/809425473813549519","Clarksville Loft",24328993,"Matt","2014-11-30","100%","t","100%",5,"['email', 'phone']","t",78703,30.2744999,-97.7557527,"Entire rental unit","Entire home/apt",1,1,0,101,"t",4.92,4.9,4.86,4.9,4.93,4.94,4.81,5.03
"10140",809521118643862784,"https://www.airbnb.com/rooms/809521118643862790","Resort Style Pool House",65953824,"Ally","2016-04-05","100%","t","92%",15,"['email', 'phone']","t",78702,30.2583677223686,-97.7339483737615,"Entire home","Entire home/apt",2,1,1,227,"t",4.98,5,4.98,5,4.98,4.94,4.89,4.01
"10141",809541568258232192,"https://www.airbnb.com/rooms/809541568258232192","New Lux Home 5bd/5ba with Pool & Hot Tub",10547896,"John","2013-12-10","100%","f","100%",1,"['email', 'phone', 'work_email']","t",78746,30.2800129068843,-97.8030194596572,"Entire home","Entire home/apt",5,5,5,743,"t",4.96,5,5,5,5,5,4.91,1.5
"10142",811148816301434496,"https://www.airbnb.com/rooms/811148816301434481","Relaxing/Pool/Spacious 4BR/4BA Close to Everything",477499127,"Drew","2022-08-31","100%","t","99%",9,"['email', 'phone']","t",78741,30.2368293928915,-97.711213280872,"Entire rental unit","Entire home/apt",4,4,5,118,"t",4.85,4.91,4.78,4.91,4.98,4.85,4.73,3.35
